Id,Name,DisplayName,PlantName,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,Operator,LastUpdatedAt,Source,IAEAId,WnaUrl
846,BRUNSWICK-1,Brunswick-1,Brunswick,33.9579,-78.0071,United States,US,Operational,BWR,BWR-4 (Mark 1),1970-02-07,1977-03-18,,821,Progress Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/brunswick-1
847,BRUNSWICK-2,Brunswick-2,Brunswick,33.9574,-78.0071,United States,US,Operational,BWR,BWR-4 (Mark 1),1970-02-07,1975-11-03,,821,Progress Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/brunswick-2
848,BYRON-1,Byron-1,Byron,42.0744,-89.2766,United States,US,Operational,PWR,W (4-loop) (DRYAMB),1975-04-01,1985-09-16,,1120,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/byron-1
849,BYRON-2,Byron-2,Byron,42.0744,-89.2756,United States,US,Operational,PWR,W (4-Loop) (DRYAMB),1975-04-01,1987-08-02,,1120,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/byron-2
850,CVTR,Carolinas–Virginia Tube Reactor (CVTR),CVTR,34.2627,-81.33,United States,US,Shutdown,PHWR,Prototype,1960-01-01,1963-12-18,1967-01-10,17,Carolinas-Virginia Nuclear Power Assoc.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/cvtr
851,CALLAWAY-1,Callaway-1,Callaway,38.763,-91.7814,United States,US,Operational,PWR,W (4-loop) DRYAMB,1975-09-01,1984-12-19,,1171,"Ameren UE, Union Electric Company",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/callaway-1
852,CALVERT CLIFFS-1,Calvert Cliffs-1,Calvert Cliffs,38.4345,-76.4389,United States,US,Operational,PWR,CE (2-loop) DRYAMB,1968-06-01,1975-05-08,,845,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/calvert-cliffs-1
853,CALVERT CLIFFS-2,Calvert Cliffs-2,Calvert Cliffs,38.434,-76.4389,United States,US,Operational,PWR,CE (2-loop) DRYAMB,1968-06-01,1977-04-01,,845,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/calvert-cliffs-2
854,CATAWBA-1,Catawba-1,Catawba,35.053,-81.071,United States,US,Operational,PWR,W (4-loop) (ICECND),1974-05-01,1985-06-29,,1145,Duke Energy Corp.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/catawba-1
855,CATAWBA-2,Catawba-2,Catawba,35.053,-81.07,United States,US,Operational,PWR,W (4-loop) (ICECND),1974-05-01,1986-08-19,,1145,Duke Energy Corp.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/catawba-2
856,CLINTON-1,Clinton-1,Clinton,40.1717,-88.8335,United States,US,Operational,BWR,BWR-6 (Mark 3),1975-10-01,1987-11-24,,950,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/clinton-1
857,COLUMBIA,Columbia,Columbia,46.4713,-119.333,United States,US,Operational,BWR,BWR-5 (Mark 2),1972-08-01,1984-12-13,,1100,Energy Northwest,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/columbia
858,COMANCHE PEAK-1,Comanche Peak-1,Comanche Peak,32.3007,-97.7865,United States,US,Operational,PWR,W (4-loop) DRYAMB,1974-12-19,1990-08-13,,1150,"Luminant Generation Company, Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/comanche-peak-1
859,COMANCHE PEAK-2,Comanche Peak-2,Comanche Peak,32.3007,-97.7855,United States,US,Operational,PWR,W (4-loop) DRYAMB,1974-12-19,1993-08-03,,1150,"Luminant Generation Company, Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/comanche-peak-2
860,HADDAM NECK,Haddam Neck,Connecticut Yankee,41.4825,-72.5001,United States,US,Shutdown,PWR,-,1964-05-01,1968-01-01,1996-12-05,582,Connecticut Yankee Atomic Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/haddam-neck
861,COOPER,Cooper,Cooper,40.3609,-95.6434,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-06-01,1974-07-01,,778,"Entergy Nuclear Operations, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/cooper
862,CRYSTAL RIVER-3,Crystal River-3,Crystal River,28.9659,-82.6971,United States,US,Shutdown,PWR,B&W; (L-loop),1968-09-25,1977-03-13,2013-02-05,825,Progress Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/crystal-river-3
863,DAVIS BESSE-1,Davis Besse-1,Davis Besse,41.5969,-83.0919,United States,US,Operational,PWR,B&W; (R-loop),1970-09-01,1978-07-31,,906,First Energy Nuclear Operating Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/davis-besse-1
864,DIABLO CANYON-1,Diablo Canyon-1,Diablo Canyon,35.2122,-120.854,United States,US,Operational,PWR,W (4-loop),1968-04-23,1985-05-07,,1084,Pacific Gas And Electric Company,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/diablo-canyon-1
865,DIABLO CANYON-2,Diablo Canyon-2,Diablo Canyon,35.2122,-120.853,United States,US,Operational,PWR,W (4-loop),1970-12-09,1986-03-13,,1106,Pacific Gas And Electric Company,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/diablo-canyon-2
866,COOK-1,Donald C. Cook 1,Donald C. Cook,41.9752,-86.5641,United States,US,Operational,PWR,W (4-loop) ICECDN,1969-03-25,1975-08-28,,1030,"American Electric Power Company, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/donald-c.-cook-1
867,COOK-2,Donald C. Cook 2,Donald C. Cook,41.9752,-86.5631,United States,US,Operational,PWR,W (4-loop) ICECND,1969-03-25,1978-07-01,,1100,"American Electric Power Company, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/donald-c.-cook-2
868,DRESDEN-1,Dresden-1,Dresden,41.3527,-88.3491,United States,US,Shutdown,BWR,,1956-05-01,1960-07-04,1978-10-31,192,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/dresden-1
869,DRESDEN-2,Dresden-2,Dresden,41.3862,-88.268,United States,US,Operational,BWR,BWR-3 (Mark 1),1966-01-10,1970-06-09,,794,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/dresden-2
870,DRESDEN-3,Dresden-3,Dresden,41.3851,-88.2684,United States,US,Operational,BWR,BWR-3 (Mark 1),1966-10-14,1971-11-16,,794,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/dresden-3
871,DUANE ARNOLD-1,Duane Arnold-1,Duane Arnold,42.101,-91.776,United States,US,Shutdown,BWR,BWR-4 (Mark 1),1970-06-22,1975-02-01,2020-10-12,601,"Nextera Energy Resources, Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/duane-arnold-1
872,ELK RIVER,Elk River,ELK River,45.297,-93.5569,United States,US,Shutdown,BWR,-,1959-01-01,1964-07-01,1968-02-01,22,Rural Cooperative Power Assoc.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/elk-river
873,HATCH-1,Edwin I. Hatch 1,Edwin I. Hatch,31.9347,-82.3461,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-09-30,1975-12-31,,777,"Southern Nuclear Operating Company, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/edwin-i.-hatch-1
874,HATCH-2,Edwin I. Hatch 2,Edwin I. Hatch,31.9343,-82.3461,United States,US,Operational,BWR,BWR-4 (Mark 1),1972-02-01,1979-09-05,,784,"Southern Nuclear Operating Company, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/edwin-i.-hatch-2
875,FERMI-1,Enrico Fermi 1,Enrico Fermi (US),41.9602,-83.2573,United States,US,Shutdown,FBR,Liquid Metal FBR,1956-08-08,1966-08-07,1972-11-29,60,Detroit Edison Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/enrico-fermi-1
876,FERMI-2,Enrico Fermi 2,Enrico Fermi (US),41.9627,-83.2566,United States,US,Operational,BWR,BWR-4 (Mark 1),1972-09-26,1988-01-23,,1093,Detroit Edison Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/enrico-fermi-2
877,FITZPATRICK,Fitzpatrick,Fitzpatrick,43.521,-76.4026,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-09-01,1975-07-28,,821,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fitzpatrick
878,FORT CALHOUN-1,Fort Calhoun-1,Fort Calhoun,41.5202,-96.076,United States,US,Shutdown,PWR,CE (2-loop),1968-06-07,1973-09-26,2016-10-24,478,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fort-calhoun-1
879,FORT ST. VRAIN,Fort St. Vrain,Fort Saint Vrain,40.2437,-104.874,United States,US,Shutdown,HTGR,,1968-09-01,1979-07-01,1989-08-29,330,Public Service Co. Of Colorado,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fort-st.-vrain
880,GRAND GULF-1,Grand Gulf-1,Grand Gulf,32.0069,-91.0452,United States,US,Operational,BWR,BWR-6 (Mark 3),1974-05-04,1985-07-01,,1250,"Entergy Nuclear Operations, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/grand-gulf-1
881,ROBINSON-2,H. B. Robinson 2,H. B. Robinson,34.4024,-80.1584,United States,US,Operational,PWR,W (3-loop) DRYAMB,1967-04-13,1971-03-07,,700,Progress Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/h.-b.-robinson-2
882,HALLAM,Hallam,Hallam,40.5594,-96.7851,United States,US,Shutdown,X,LMGMR (SGR- Sodium cooled graphite moderated reactor),1959-01-01,1963-11-01,1964-09-01,75,Atomic Energy Commission And Nebraska Public Power District,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hallam
883,HOPE CREEK-1,Hope Creek-1,Hope Creek,39.4668,-75.5354,United States,US,Operational,BWR,BWR-4 (Mark 1),1976-03-01,1986-12-20,,1067,PSEG Nuclear LLC,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hope-creek-1
884,HUMBOLDT BAY,Humboldt Bay,Humboldt Bay,40.7406,-124.21,United States,US,Shutdown,BWR,Natural cir.,1960-11-01,1963-08-01,1976-07-02,65,Pacific Gas And Electric Company,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/humboldt-bay
885,INDIAN POINT-1,Indian Point-1,Indian Point,41.2698,-73.9497,United States,US,Shutdown,PWR,PWR,1956-05-01,1962-10-01,1974-10-31,265,"Entergy Nuclear Operations, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/indian-point-1
886,INDIAN POINT-2,Indian Point-2,Indian Point,41.2693,-73.9497,United States,US,Shutdown,PWR,W (4-loop) DRYAMB,1966-10-14,1974-08-01,2020-04-30,873,"Entergy Nuclear Operations, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/indian-point-2
887,INDIAN POINT-3,Indian Point-3,Indian Point,41.2688,-73.9497,United States,US,Shutdown,PWR,W (4-loop) DRYAMB,1968-10-30,1976-08-30,2021-04-28,965,"Entergy Nuclear Operations, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/indian-point-3
888,FARLEY-1,Joseph M. Farley 1,Joseph M. Farley,31.2231,-85.1145,United States,US,Operational,PWR,W (3-loop),1970-10-01,1977-12-01,,829,"Southern Nuclear Operating Company, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/joseph-m.-farley-1
889,FARLEY-2,Joseph M. Farley 2,Joseph M. Farley,31.2231,-85.1135,United States,US,Operational,PWR,W (3-loop) DRYAMB,1970-10-01,1981-07-30,,829,"Southern Nuclear Operating Company, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/joseph-m.-farley-2
890,KEWAUNEE,Kewaunee,Kewaunee,44.3428205,-87.53624027,United States,US,Shutdown,PWR,W (2-loop) DRYAMB,1968-08-06,1974-06-16,2013-05-07,535,Dominion Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kewaunee
891,LASALLE-1,Lasalle-1,LaSalle,41.2461,-88.6724,United States,US,Operational,BWR,BWR-5 (Mark 2),1973-09-10,1984-01-01,,1078,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/lasalle-1
892,LASALLE-2,Lasalle-2,LaSalle,41.2456,-88.6724,United States,US,Operational,BWR,BWR-5 (Mark 2),1973-09-10,1984-10-19,,1078,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/lasalle-2
893,LACROSSE,Lacrosse,Lacrosse,43.5592,-91.23,United States,US,Shutdown,BWR,,1963-03-01,1969-11-07,1987-04-30,50,Dairyland Power Cooperative,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/lacrosse
894,LIMERICK-1,Limerick-1,Limerick,40.2251,-75.5835,United States,US,Operational,BWR,BWR-4 (Mark 2),1974-06-19,1986-02-01,,1055,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/limerick-1
895,LIMERICK-2,Limerick-2,Limerick,40.2246,-75.5835,United States,US,Operational,BWR,BWR-4 (Mark 2),1974-06-19,1990-01-08,,1055,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/limerick-2
896,MAINE YANKEE,Maine Yankee,Maine Yankee,43.9505,-69.6946,United States,US,Shutdown,PWR,,1968-10-01,1972-12-28,1997-08-01,825,Maine Yankee Atomic Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/maine-yankee
897,MCGUIRE-1,Mcguire-1,Mcguire,35.4333,-80.9463,United States,US,Operational,PWR,W (4-loop) ICECND,1971-04-01,1981-12-01,,1180,Duke Energy Corp.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/mcguire-1
898,MCGUIRE-2,Mcguire-2,Mcguire,35.4327,-80.9463,United States,US,Operational,PWR,W (4-loop) (ICECND),1971-04-01,1984-03-01,,1180,Duke Energy Corp.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/mcguire-2
899,MILLSTONE-1,Millstone-1,Millstone,41.3121,-72.166,United States,US,Shutdown,BWR,,1966-05-01,1971-03-01,1998-07-01,660,Dominion Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/millstone-1
900,MILLSTONE-2,Millstone-2,Millstone,41.3116,-72.166,United States,US,Operational,PWR,COMB CE DRYAMB,1969-11-01,1975-12-26,,870,Dominion Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/millstone-2
901,MILLSTONE-3,Millstone-3,Millstone,41.3111,-72.166,United States,US,Operational,PWR,W (4-loop) DRYSUB,1974-08-09,1986-04-23,,1159,Dominion Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/millstone-3
902,MONTICELLO,Monticello,Monticello,45.3337,-93.8504,United States,US,Operational,BWR,BWR-3,1967-06-19,1971-06-30,,545,Northern States Power Co. (Subsidiary Of Xcel Energy),2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/monticello
903,NINE MILE POINT-1,Nine Mile Point-1,Nine Mile Point,43.5216,-76.4124,United States,US,Operational,BWR,BWR-2 (Mark 1),1965-04-12,1969-12-01,,620,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/nine-mile-point-1
904,NINE MILE POINT-2,Nine Mile Point-2,Nine Mile Point,43.5205,-76.4126,United States,US,Operational,BWR,BWR-5 (Mark 2),1975-08-01,1988-03-11,,1100,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/nine-mile-point-2
905,NORTH ANNA-1,North Anna-1,North Anna,38.0612,-77.7918,United States,US,Operational,PWR,W (3-loop),1971-02-19,1978-06-06,,907,Dominion Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/north-anna-1
906,NORTH ANNA-2,North Anna-2,North Anna,38.0607,-77.7918,United States,US,Operational,PWR,W (3-loop),1971-02-19,1980-12-14,,907,Dominion Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/north-anna-2
907,OCONEE-1,Oconee-1,Oconee,34.7964,-82.8944,United States,US,Operational,PWR,B&W; (L-loop),1967-11-06,1973-07-15,,887,Duke Energy Corp.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/oconee-1
908,OCONEE-2,Oconee-2,Oconee,34.7959,-82.8944,United States,US,Operational,PWR,B&W; (L-loop),1967-11-06,1974-09-09,,887,Duke Energy Corp.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/oconee-2
909,OCONEE-3,Oconee-3,Oconee,34.7954,-82.8944,United States,US,Operational,PWR,B&W; (L-loop),1967-11-06,1974-12-16,,887,Duke Energy Corp.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/oconee-3
910,OYSTER CREEK,Oyster Creek,Oyster Creek,39.8146,-74.2077,United States,US,Shutdown,BWR,BWR-2 (Mark 1),1964-12-15,1969-12-01,2018-09-17,650,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/oyster-creek
911,PALISADES,Palisades,Palisades,42.3226,-86.3161,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,1967-03-12,1971-12-31,2022-05-20,805,"Palisades Energy, LLC (OPCO)",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/palisades
912,PALO VERDE-1,Palo Verde-1,Palo Verde,33.3873,-112.863,United States,US,Operational,PWR,CE (2-loop) DRYAMB,1976-05-25,1986-01-28,,1221,Arizona Public Service Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/palo-verde-1
913,PALO VERDE-2,Palo Verde-2,Palo Verde,33.3868,-112.863,United States,US,Operational,PWR,COMB CE80 DRYAMB,1976-06-01,1986-09-19,,1304,Arizona Public Service Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/palo-verde-2
914,PALO VERDE-3,Palo Verde-3,Palo Verde,33.3863,-112.863,United States,US,Operational,PWR,COMB CE80 DRYAMB,1976-06-01,1988-01-08,,1304,Arizona Public Service Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/palo-verde-3
915,PATHFINDER,Pathfinder,Pathfinder,43.603611,-96.6375,United States,US,Shutdown,BWR,Prototype,1959-01-01,1966-08-01,1967-10-01,59,Nuclear Management Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/pathfinder
916,PEACH BOTTOM-1,Peach Bottom-1,Peach Bottom,39.7594,-76.2702,United States,US,Shutdown,HTGR,,1962-02-01,1967-06-01,1974-11-01,40,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/peach-bottom-1
917,PEACH BOTTOM-2,Peach Bottom-2,Peach Bottom,39.7589,-76.2702,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-01-31,1974-07-05,,1065,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/peach-bottom-2
918,PEACH BOTTOM-3,Peach Bottom-3,Peach Bottom,39.7584,-76.2702,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-01-31,1974-12-23,,1065,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/peach-bottom-3
919,PERRY-1,Perry-1,Perry,41.8006,-81.1465,United States,US,Operational,BWR,BWR-6 (Mark 3),1974-10-01,1987-11-18,,1205,First Energy Nuclear Operating Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/perry-1
920,PILGRIM-1,Pilgrim-1,Pilgrim,41.9449,-70.5776,United States,US,Shutdown,BWR,BWR-3 (Mark 1),1968-08-26,1972-12-01,2019-05-31,655,"Entergy Nuclear Operations, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/pilgrim-1
921,PIQUA,Piqua,Piqua,40.132146,-84.234718,United States,US,Shutdown,X,OCM (Organically Cooled and Moderated Reactor),1960-01-01,1963-11-01,1966-01-01,11,City Of Piqua Government,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/piqua
922,POINT BEACH-1,Point Beach-1,Point Beach,44.2816,-87.5343,United States,US,Operational,PWR,W (2-loop) DRYAMB,1967-07-19,1970-12-21,,497,"Nextera Energy Resources, Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/point-beach-1
923,POINT BEACH-2,Point Beach-2,Point Beach,44.2811,-87.5343,United States,US,Operational,PWR,W (2-loop) DRYAMB,1968-07-25,1972-10-01,,497,"Nextera Energy Resources, Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/point-beach-2
924,PRAIRIE ISLAND-1,Prairie Island-1,Prairie Island,44.6223,-92.6314,United States,US,Operational,PWR,W (2-loop) DRYAMB,1968-06-25,1973-12-16,,530,Northern States Power Co. (Subsidiary Of Xcel Energy),2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/prairie-island-1
925,PRAIRIE ISLAND-2,Prairie Island-2,Prairie Island,44.6218,-92.6314,United States,US,Operational,PWR,W (2-loop) DRYAMB,1969-06-25,1974-12-21,,530,Northern States Power Co. (Subsidiary Of Xcel Energy),2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/prairie-island-2
926,QUAD CITIES-1,Quad Cities-1,Quad Cities,41.7268,-90.3078,United States,US,Operational,BWR,BWR-3 (Mark 1),1967-02-15,1973-02-18,,789,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/quad-cities-1
927,QUAD CITIES-2,Quad Cities-2,Quad Cities,41.7263,-90.3078,United States,US,Operational,BWR,BWR-3 (Mark 1),1967-02-15,1973-03-10,,789,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/quad-cities-2
928,GINNA,R.E. Ginna,R.E. Ginna,43.2786,-77.3108,United States,US,Operational,PWR,W (2-loop),1966-04-25,1970-07-01,,470,"Exelon Generation Co., Llc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/r.e.-ginna
929,RANCHO SECO-1,Rancho Seco-1,Rancho Seco,38.3453,-121.12,United States,US,Shutdown,PWR,PWR,1969-04-01,1975-04-17,1989-06-07,918,Sacramento Municipal Utility District,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/rancho-seco-1
930,RIVER BEND-1,River Bend-1,River Bend,30.7273,-91.3716,United States,US,Operational,BWR,BWR-6 (Mark 3),1977-03-25,1986-06-16,,966,"Entergy Nuclear Operations, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/river-bend-1
931,SALEM-1,Salem-1,Salem,39.463,-75.5342,United States,US,Operational,PWR,W (4-loop) DRYAMB,1968-09-25,1977-06-30,,1090,PSEG Nuclear LLC,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/salem-1
932,SALEM-2,Salem-2,Salem,39.4625,-75.5342,United States,US,Operational,PWR,W (4-loop) DRYAMB,1968-09-25,1981-10-13,,1115,PSEG Nuclear LLC,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/salem-2
